"","ID","MonthlyIncome"
"97",967,2495.42468288114
"98",968,8942.22116150595
"99",969,15890.6242364528
"100",970,2519.27064453124
"101",971,5782.82890597372
"102",972,5745.29293636249
"103",973,2296.96416654601
"104",974,2438.40174946663
"105",975,5554.28150446893
"106",976,2612.20022452411
"107",977,6281.43820394663
"108",978,2646.38154428627
"109",979,9070.67754419502
"110",980,18905.8548379851
"111",981,2509.09831593161
"112",982,9008.47123967993
"113",983,2600.85707803129
"114",984,2556.91945457214
"115",985,5754.80658672408
"116",986,2499.24229177117
"117",987,2293.52603302034
"118",988,5846.11457556831
"119",989,8944.45556978533
"120",990,2586.68322463154
"121",991,6069.61672613903
"122",992,2683.05454383005
"123",993,5954.86176610027
"124",994,5565.00207845852
"125",995,5453.60974630234
"126",996,6024.44882922477
"127",997,2342.37034041151
"128",998,16324.7725238874
"129",999,9120.51811853061
"130",1000,2308.52454957658
"131",1001,6292.43754050097
"132",1002,5516.68614074069
"133",1003,5896.788912618
"134",1004,6287.65979386415
"135",1005,2882.22464560059
"136",1006,5802.13374257767
"137",1007,2474.13182485198
"138",1008,6009.84220020561
"139",1009,18911.9253035452
"140",1010,6045.23658508037
"141",1011,9050.2892109529
"142",1012,5969.91350872253
"143",1013,5971.90942392562
"144",1014,5600.42477846945
"145",1015,5514.01633520167
"146",1016,2738.90189051339
"147",1017,2608.16142535817
"148",1018,8942.44545000194
"149",1019,8910.68015163884
"150",1020,2264.40547410837
"151",1021,5860.91159079381
"152",1022,5512.6234021134
"153",1023,5891.1989384971
"154",1024,9335.7906212802
"155",1025,15589.0335634946
"156",1026,18568.8158963114
"157",1027,5921.89735806895
"158",1028,5601.65060243697
"159",1029,5727.13728277566
"160",1030,9659.8711307513
"161",1031,5663.4094472649
"162",1032,2889.44540883606
"163",1033,12601.2531217578
"164",1034,2438.05861328272
"165",1035,5575.19727771039
"166",1036,2519.23979332612
"167",1037,5555.44672513851
"168",1038,9133.30388317396
"169",1039,12629.4084366031
"170",1040,5808.3026668477
"171",1041,2229.82934750433
"172",1042,2796.99952261502
"173",1043,8796.49866726902
"174",1044,6244.43751008055
"175",1045,2422.83904346838
"176",1046,2160.08276150541
"177",1047,5874.56798537552
"178",1048,12158.4338691372
"179",1049,2649.24948536275
"180",1050,5858.45010569194
"181",1051,9823.60886326902
"182",1052,2253.89530134157
"183",1053,5769.46809408667
"184",1054,2689.28554401001
"185",1055,2534.03043457582
"186",1056,2669.94644953279
"187",1057,5696.16044431059
"188",1058,15751.8118559031
"189",1059,6273.34701113695
"190",1060,2725.83736997022
"191",1061,6026.94796004893
"192",1062,5619.41750095472
"193",1063,5909.22934621049
"194",1064,2610.20214127068
"195",1065,5784.47339752225
"196",1066,2527.16668958213
"197",1067,3200.64909763364
"198",1068,19231.5430141186
"199",1069,5444.60835208146
"200",1070,2774.19474722239
"201",1071,2706.96937845461
"202",1072,5910.45419016587
"203",1073,2526.20531685178
"204",1074,5913.80622303562
"205",1075,5671.97687284045
"206",1076,16093.1093568781
"207",1077,18942.9311405009
"208",1078,5694.98752117436
"209",1079,6053.48052937514
"210",1080,5837.59539436708
"211",1081,2852.6654694327
"212",1082,2558.52980009353
"213",1083,2281.65760630114
"214",1084,6286.71291412879
"215",1085,8607.92333787622
"216",1086,9157.76512431016
"217",1087,5829.61507905085
"218",1088,2851.10485717782
"219",1089,2797.29915713226
"220",1090,5620.36334777004
"221",1091,5656.31380079746
"222",1092,5832.47592594122
"223",1093,12300.4626480192
"224",1094,5858.64769741083
"225",1095,5511.67186738227
"226",1096,5837.32400062386
"227",1097,3083.04293121351
"228",1098,2474.83280679892
"229",1099,2552.76966120081
"230",1100,5900.30276697301
"231",1101,18689.8300460876
"232",1102,5846.07404638453
"233",1103,5840.58336511469
"234",1104,9904.13081307323
"235",1105,2827.5949421921
"236",1106,2416.64666851419
"237",1107,2820.88428438329
"238",1108,5865.05917357639
"239",1109,5379.87393991369
"240",1110,5683.28656743341
"241",1111,5738.16493154345
"242",1112,12631.3914653373
"243",1113,12618.6468945585
"244",1114,6089.73070523895
"245",1115,9462.31380070006
"246",1116,2395.23119558595
"247",1117,6229.68254253968
"248",1118,5387.63236826516
"249",1119,9456.57195579393
"250",1120,2746.00502316383
"251",1121,9293.98823545587
"252",1122,15817.1780680882
"253",1123,5687.7596467087
"254",1124,15761.4439501733
"255",1125,2461.15848878308
"256",1126,2251.35718869039
"257",1127,2213.23342077111
"258",1128,5714.65744648528
"259",1129,15835.0146426796
"260",1130,2490.78104939398
"261",1131,12455.1868739483
"262",1132,15739.570333632
"263",1133,5807.29878855204
"264",1134,2149.1853738033
"265",1135,2726.8855359255
"266",1136,2593.61727754934
"267",1137,2974.10966630147
"268",1138,5548.64847602901
"269",1139,9190.01369894879
"270",1140,15699.8680411841
"271",1141,5824.40055006696
"272",1142,5876.07898136748
"273",1143,9719.24157053937
"274",1144,5673.28295797251
"275",1145,5907.52643618394
"276",1146,5800.59683866152
"277",1147,5606.48053592969
"278",1148,2530.53849966405
"279",1149,2520.52689856331
"280",1150,5961.75507989711
"281",1151,2412.18651105805
"282",1152,5644.36288898828
"283",1153,5929.54624177279
"284",1154,2236.13219739675
"285",1155,5979.32681864651
"286",1156,12306.5446099627
"287",1157,2695.68403067869
"288",1158,6059.14244048495
"289",1159,2658.4188813535
"290",1160,5903.0127589229
"291",1161,2720.95013733201
"292",1162,8891.19877254003
"293",1163,2483.16004967114
"294",1164,9044.90685374837
"295",1165,2455.69763225857
"296",1166,2035.85793684393
"297",1167,9164.83375385241
"298",1168,5664.5110049944
"299",1169,2598.21448446718
"300",1170,2752.67601860907
